Calories,"Protein
(g)","Total Fat
(g)","Carbs
(g)","Sugars
(g)","Sodium 
(mg)","Trans Fat
(g)",Protein_per_Calorie,Fat_per_Calorie,Carbs_per_Calorie,Company_Burger King,Company_KFC,Company_McDonald’s,Company_Pizza Hut,Company_Taco Bell,Company_Wendy’s,Item,Company
250.0,12.0,9.0,31.0,6.0,520.0,0.5,0.048,0.036,0.124,0.0,0.0,1.0,0.0,0.0,0.0,Hamburger,McDonald’s
300.0,15.0,12.0,33.0,6.0,750.0,0.5,0.05,0.04,0.11,0.0,0.0,1.0,0.0,0.0,0.0,Cheeseburger,McDonald’s
440.0,25.0,23.0,34.0,7.0,1150.0,1.5,0.056818181818181816,0.05227272727272727,0.07727272727272727,0.0,0.0,1.0,0.0,0.0,0.0,Double Cheeseburger,McDonald’s
390.0,22.0,19.0,33.0,7.0,920.0,1.0,0.05641025641025641,0.04871794871794872,0.08461538461538462,0.0,0.0,1.0,0.0,0.0,0.0,McDouble,McDonald’s
510.0,29.0,26.0,40.0,9.0,1190.0,1.5,0.056862745098039215,0.050980392156862744,0.0784313725490196,0.0,0.0,1.0,0.0,0.0,0.0, Quarter Pounder® with Cheese,McDonald’s
740.0,48.0,42.0,40.0,9.0,1380.0,2.5,0.06486486486486487,0.05675675675675676,0.05405405405405406,0.0,0.0,1.0,0.0,0.0,0.0,Double Quarter Pounder® with Cheese,McDonald’s
540.0,25.0,29.0,45.0,9.0,1040.0,1.5,0.046296296296296294,0.053703703703703705,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Big Mac®,McDonald’s
460.0,24.0,24.0,37.0,8.0,720.0,1.5,0.05217391304347826,0.05217391304347826,0.08043478260869565,0.0,0.0,1.0,0.0,0.0,0.0,Big N’ Tasty®,McDonald’s
510.0,27.0,28.0,38.0,8.0,960.0,1.5,0.052941176470588235,0.054901960784313725,0.07450980392156863,0.0,0.0,1.0,0.0,0.0,0.0,Big N’ Tasty® with Cheese,McDonald’s
790.0,45.0,39.0,63.0,13.0,2070.0,2.0,0.056962025316455694,0.049367088607594936,0.07974683544303797,0.0,0.0,1.0,0.0,0.0,0.0,Angus Bacon & Cheese,McDonald’s
750.0,40.0,39.0,61.0,10.0,1700.0,2.0,0.05333333333333334,0.052,0.08133333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Angus Deluxe,McDonald’s
770.0,44.0,40.0,59.0,8.0,1170.0,2.0,0.05714285714285714,0.05194805194805195,0.07662337662337662,0.0,0.0,1.0,0.0,0.0,0.0,Angus Mushroom & Swiss,McDonald’s
380.0,15.0,18.0,38.0,5.0,640.0,0.0,0.039473684210526314,0.04736842105263158,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Filet-O-Fish®,McDonald’s
360.0,14.0,16.0,40.0,5.0,830.0,0.0,0.03888888888888889,0.044444444444444446,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,McChicken ®,McDonald’s
500.0,22.0,26.0,44.0,11.0,980.0,0.0,0.044,0.052,0.088,0.0,0.0,1.0,0.0,0.0,0.0,McRib ®,McDonald’s
360.0,27.0,9.0,41.0,8.0,820.0,0.0,0.075,0.025,0.11388888888888889,0.0,0.0,1.0,0.0,0.0,0.0,Premium Grilled Chicken Classic Sandwich,McDonald’s
510.0,24.0,22.0,56.0,10.0,990.0,0.0,0.047058823529411764,0.043137254901960784,0.10980392156862745,0.0,0.0,1.0,0.0,0.0,0.0,Premium Crispy Chicken Classic Sandwich,McDonald’s
460.0,35.0,17.0,43.0,9.0,1040.0,0.0,0.07608695652173914,0.03695652173913044,0.09347826086956522,0.0,0.0,1.0,0.0,0.0,0.0,Premium Grilled Chicken Club Sandwich,McDonald’s
620.0,31.0,29.0,57.0,11.0,1200.0,0.0,0.05,0.0467741935483871,0.09193548387096774,0.0,0.0,1.0,0.0,0.0,0.0,Premium Crispy Chicken Club Sandwich,McDonald’s
380.0,31.0,10.0,41.0,9.0,1000.0,0.0,0.08157894736842106,0.02631578947368421,0.10789473684210527,0.0,0.0,1.0,0.0,0.0,0.0,Premium Grilled Chicken Ranch BLT Sandwich,McDonald’s
540.0,27.0,23.0,56.0,11.0,1160.0,0.0,0.05,0.04259259259259259,0.1037037037037037,0.0,0.0,1.0,0.0,0.0,0.0,Premium Crispy Chicken Ranch BLT Sandwich,McDonald’s
400.0,24.0,17.0,39.0,6.0,1030.0,0.0,0.06,0.0425,0.0975,0.0,0.0,1.0,0.0,0.0,0.0,Southern Style Crispy Chicken Sandwich,McDonald’s
340.0,14.0,17.0,33.0,2.0,810.0,0.0,0.041176470588235294,0.05,0.09705882352941177,0.0,0.0,1.0,0.0,0.0,0.0,Ranch Snack Wrap® (Crispy),McDonald’s
270.0,18.0,10.0,26.0,2.0,830.0,0.0,0.06666666666666667,0.037037037037037035,0.0962962962962963,0.0,0.0,1.0,0.0,0.0,0.0,Ranch Snack Wrap® (Grilled),McDonald’s
330.0,14.0,16.0,34.0,4.0,780.0,0.0,0.04242424242424243,0.048484848484848485,0.10303030303030303,0.0,0.0,1.0,0.0,0.0,0.0,Honey Mustard Snack Wrap® (Crispy),McDonald’s
260.0,18.0,9.0,27.0,4.0,800.0,0.0,0.06923076923076923,0.03461538461538462,0.10384615384615385,0.0,0.0,1.0,0.0,0.0,0.0,Honey Mustard Snack Wrap® (Grilled),McDonald’s
330.0,14.0,15.0,35.0,4.0,810.0,0.0,0.04242424242424243,0.045454545454545456,0.10606060606060606,0.0,0.0,1.0,0.0,0.0,0.0,Chipotle BBQ Snack Wrap® (Crispy),McDonald’s
260.0,18.0,9.0,28.0,5.0,830.0,0.0,0.06923076923076923,0.03461538461538462,0.1076923076923077,0.0,0.0,1.0,0.0,0.0,0.0,Chipotle BBQ Snack Wrap® (Grilled),McDonald’s
390.0,21.0,21.0,28.0,4.0,1080.0,1.0,0.05384615384615385,0.05384615384615385,0.07179487179487179,0.0,0.0,1.0,0.0,0.0,0.0,Angus Bacon & Cheese Snack Wrap,McDonald’s
800.0,45.0,39.0,66.0,16.0,2020.0,2.0,0.05625,0.04875,0.0825,0.0,0.0,1.0,0.0,0.0,0.0,Angus Chipotle BBQ Bacon,McDonald’s
400.0,21.0,22.0,30.0,6.0,1060.0,1.0,0.0525,0.055,0.075,0.0,0.0,1.0,0.0,0.0,0.0,Angus Chipotle BBQ Bacon Snack Wrap,McDonald’s
410.0,20.0,25.0,27.0,3.0,990.0,1.5,0.04878048780487805,0.06097560975609756,0.06585365853658537,0.0,0.0,1.0,0.0,0.0,0.0,Angus Deluxe Snack Wrap,McDonald’s
430.0,22.0,26.0,27.0,2.0,730.0,1.5,0.05116279069767442,0.06046511627906977,0.06279069767441861,0.0,0.0,1.0,0.0,0.0,0.0,Angus Mushroom & Swiss Snack Wrap,McDonald’s
330.0,15.0,19.0,26.0,3.0,690.0,1.0,0.045454545454545456,0.05757575757575758,0.07878787878787878,0.0,0.0,1.0,0.0,0.0,0.0,Mac Snack Wrap,McDonald’s
230.0,3.0,11.0,29.0,0.0,160.0,0.0,0.013043478260869565,0.04782608695652174,0.12608695652173912,0.0,0.0,1.0,0.0,0.0,0.0,Small French Fries,McDonald’s
380.0,4.0,19.0,48.0,0.0,270.0,0.0,0.010526315789473684,0.05,0.12631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,Medium French Fries,McDonald’s
500.0,6.0,25.0,63.0,0.0,350.0,0.0,0.012,0.05,0.126,0.0,0.0,1.0,0.0,0.0,0.0,Large French Fries,McDonald’s
15.0,0.0,0.0,3.0,2.0,110.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,Ketchup Packet,McDonald’s
0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Salt Packet,McDonald’s
190.0,9.0,12.0,12.0,0.0,360.0,0.0,0.04736842105263158,0.06315789473684211,0.06315789473684211,0.0,0.0,1.0,0.0,0.0,0.0,Chicken McNuggets® (4 piece),McDonald’s
280.0,13.0,18.0,18.0,0.0,540.0,0.0,0.04642857142857143,0.06428571428571428,0.06428571428571428,0.0,0.0,1.0,0.0,0.0,0.0,Chicken McNuggets® (6 piece),McDonald’s
470.0,22.0,30.0,30.0,0.0,900.0,0.0,0.04680851063829787,0.06382978723404255,0.06382978723404255,0.0,0.0,1.0,0.0,0.0,0.0,Chicken McNuggets® (10 piece),McDonald’s
50.0,0.0,0.0,12.0,10.0,260.0,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.0,0.0,Barbeque Sauce,McDonald’s
50.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.0,0.0,Honey,McDonald’s
60.0,1.0,2.5,9.0,6.0,250.0,0.0,0.016666666666666666,0.041666666666666664,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Hot Mustard Sauce,McDonald’s
50.0,0.0,0.0,12.0,10.0,150.0,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.0,0.0,Sweet ‘N Sour Sauce,McDonald’s
400.0,23.0,24.0,23.0,0.0,1010.0,0.0,0.0575,0.06,0.0575,0.0,0.0,1.0,0.0,0.0,0.0,Chicken Selects® Premium Breast Strips (3 pc),McDonald’s
660.0,38.0,40.0,39.0,0.0,1680.0,0.0,0.05757575757575758,0.06060606060606061,0.05909090909090909,0.0,0.0,1.0,0.0,0.0,0.0,Chicken Selects® Premium Breast Strips (5 pc),McDonald’s
60.0,0.0,6.0,1.0,0.0,800.0,0.0,0.0,0.1,0.016666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Spicy Buffalo Sauce,McDonald’s
170.0,0.0,18.0,2.0,1.0,270.0,0.0,0.0,0.10588235294117647,0.011764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,Creamy Ranch Sauce,McDonald’s
60.0,0.0,2.0,10.0,8.0,140.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Tangy Honey Mustard Sauce,McDonald’s
60.0,0.0,0.0,15.0,11.0,210.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,Southwestern Chipotle Barbeque Sauce,McDonald’s
320.0,30.0,9.0,30.0,11.0,960.0,0.0,0.09375,0.028125,0.09375,0.0,0.0,1.0,0.0,0.0,0.0,Premium Southwest Salad with Grilled Chicken,McDonald’s
430.0,26.0,20.0,38.0,12.0,920.0,0.0,0.06046511627906977,0.046511627906976744,0.08837209302325581,0.0,0.0,1.0,0.0,0.0,0.0,Premium Southwest Salad with Crispy Chicken,McDonald’s
140.0,6.0,4.5,20.0,6.0,150.0,0.0,0.04285714285714286,0.03214285714285714,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,Premium Southwest Salad (without chicken),McDonald’s
260.0,33.0,9.0,12.0,5.0,1010.0,0.0,0.12692307692307692,0.03461538461538462,0.046153846153846156,0.0,0.0,1.0,0.0,0.0,0.0,Premium Bacon Ranch Salad with Grilled Chicken,McDonald’s
370.0,29.0,20.0,20.0,6.0,970.0,0.0,0.07837837837837838,0.05405405405405406,0.05405405405405406,0.0,0.0,1.0,0.0,0.0,0.0,Premium Bacon Ranch Salad with Crispy Chicken,McDonald’s
140.0,9.0,7.0,10.0,4.0,300.0,0.0,0.06428571428571428,0.05,0.07142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,Premium Bacon Ranch Salad (without chicken),McDonald’s
220.0,30.0,6.0,12.0,5.0,890.0,0.0,0.13636363636363635,0.02727272727272727,0.05454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,Premium Caesar Salad with Grilled Chicken,McDonald’s
330.0,26.0,17.0,20.0,6.0,840.0,0.0,0.07878787878787878,0.051515151515151514,0.06060606060606061,0.0,0.0,1.0,0.0,0.0,0.0,Premium Caesar Salad with Crispy Chicken,McDonald’s
90.0,7.0,4.0,9.0,4.0,180.0,0.0,0.07777777777777778,0.044444444444444446,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Premium Caesar Salad (without chicken),McDonald’s
20.0,1.0,0.0,4.0,2.0,10.0,0.0,0.05,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,Side Salad,McDonald’s
60.0,2.0,1.5,10.0,0.0,140.0,0.0,0.03333333333333333,0.025,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Butter Garlic Croutons,McDonald’s
210.0,4.0,8.0,31.0,25.0,60.0,0.0,0.01904761904761905,0.0380952380952381,0.14761904761904762,0.0,0.0,1.0,0.0,0.0,0.0,Snack Size Fruit & Walnut Salad,McDonald’s
240.0,7.0,8.0,34.0,8.0,190.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Salad Dressings,McDonald’s
100.0,1.0,6.0,11.0,3.0,340.0,0.0,0.01,0.06,0.11,0.0,0.0,1.0,0.0,0.0,0.0,Newman’s Own® Creamy Southwest Dressing,McDonald’s
190.0,2.0,18.0,4.0,2.0,500.0,0.0,0.010526315789473684,0.09473684210526316,0.021052631578947368,0.0,0.0,1.0,0.0,0.0,0.0,Newman’s Own® Creamy Caesar Dressing,McDonald’s
40.0,0.0,3.0,4.0,3.0,730.0,0.0,0.0,0.075,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Newman’s Own® Low Fat Balsamic Vinaigrette,McDonald’s
60.0,1.0,2.5,8.0,1.0,730.0,0.0,0.016666666666666666,0.041666666666666664,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Newman’s Own® Low Fat Family Recipe Italian Dressing,McDonald’s
170.0,1.0,15.0,9.0,4.0,530.0,0.0,0.0058823529411764705,0.08823529411764706,0.052941176470588235,0.0,0.0,1.0,0.0,0.0,0.0,Newman’s Own® Ranch Dressing,McDonald’s
300.0,18.0,12.0,30.0,3.0,820.0,0.0,0.06,0.04,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Egg McMuffin®,McDonald’s
370.0,14.0,22.0,29.0,2.0,850.0,0.0,0.03783783783783784,0.05945945945945946,0.07837837837837838,0.0,0.0,1.0,0.0,0.0,0.0,Sausage McMuffin®,McDonald’s
450.0,21.0,27.0,30.0,2.0,920.0,0.0,0.04666666666666667,0.06,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,Sausage McMuffin® with Egg,McDonald’s
160.0,5.0,3.0,27.0,2.0,280.0,0.0,0.03125,0.01875,0.16875,0.0,0.0,1.0,0.0,0.0,0.0,English Muffin,McDonald’s
420.0,15.0,23.0,37.0,3.0,1160.0,0.0,0.03571428571428571,0.05476190476190476,0.0880952380952381,0.0,0.0,1.0,0.0,0.0,0.0,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",McDonald’s
480.0,15.0,27.0,43.0,4.0,1270.0,0.0,0.03125,0.05625,0.08958333333333333,0.0,0.0,1.0,0.0,0.0,0.0,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",McDonald’s
510.0,18.0,33.0,36.0,2.0,1170.0,0.0,0.03529411764705882,0.06470588235294118,0.07058823529411765,0.0,0.0,1.0,0.0,0.0,0.0,Sausage Biscuit with Egg (Regular Size Biscuit),McDonald’s
570.0,18.0,37.0,42.0,3.0,1280.0,0.0,0.031578947368421054,0.06491228070175438,0.07368421052631578,0.0,0.0,1.0,0.0,0.0,0.0,Sausage Biscuit with Egg (Large Size Biscuit),McDonald’s
430.0,11.0,27.0,34.0,2.0,1080.0,0.0,0.02558139534883721,0.06279069767441861,0.07906976744186046,0.0,0.0,1.0,0.0,0.0,0.0,Sausage Biscuit (Regular Size Biscuit),McDonald’s
480.0,11.0,31.0,39.0,3.0,1190.0,0.0,0.022916666666666665,0.06458333333333334,0.08125,0.0,0.0,1.0,0.0,0.0,0.0,Sausage Biscuit (Large Size Biscuit),McDonald’s
410.0,17.0,20.0,41.0,3.0,1180.0,0.0,0.041463414634146344,0.04878048780487805,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Southern Style Chicken Biscuit (Regular Size Biscuit),McDonald’s
470.0,17.0,24.0,46.0,4.0,1290.0,0.0,0.036170212765957444,0.05106382978723404,0.09787234042553192,0.0,0.0,1.0,0.0,0.0,0.0,Southern Style Chicken Biscuit (Large Size Biscuit),McDonald’s
660.0,33.0,33.0,56.0,7.0,1580.0,1.0,0.05,0.05,0.08484848484848485,0.0,0.0,1.0,0.0,0.0,0.0,"Steak, Egg & Cheese Bagel",McDonald’s
420.0,15.0,18.0,48.0,15.0,1110.0,0.0,0.03571428571428571,0.04285714285714286,0.11428571428571428,0.0,0.0,1.0,0.0,0.0,0.0,"Bacon, Egg & Cheese McGriddles®",McDonald’s
560.0,20.0,32.0,48.0,15.0,1360.0,0.0,0.03571428571428571,0.05714285714285714,0.08571428571428572,0.0,0.0,1.0,0.0,0.0,0.0,"Sausage, Egg & Cheese McGriddles®",McDonald’s
420.0,11.0,22.0,44.0,15.0,1030.0,0.0,0.02619047619047619,0.05238095238095238,0.10476190476190476,0.0,0.0,1.0,0.0,0.0,0.0,Sausage McGriddles®,McDonald’s
740.0,28.0,48.0,51.0,3.0,1560.0,0.0,0.03783783783783784,0.06486486486486487,0.06891891891891892,0.0,0.0,1.0,0.0,0.0,0.0,Big Breakfast® (Regular Size Biscuit),McDonald’s
800.0,28.0,52.0,56.0,3.0,1680.0,0.0,0.035,0.065,0.07,0.0,0.0,1.0,0.0,0.0,0.0,Big Breakfast® (Large Size Biscuit),McDonald’s
1090.0,36.0,56.0,111.0,17.0,2150.0,0.0,0.03302752293577982,0.05137614678899083,0.1018348623853211,0.0,0.0,1.0,0.0,0.0,0.0,Big Breakfast with Hotcakes (Regular Size Biscuit),McDonald’s
1150.0,36.0,60.0,116.0,17.0,2260.0,0.0,0.03130434782608696,0.05217391304347826,0.10086956521739131,0.0,0.0,1.0,0.0,0.0,0.0,Big Breakfast with Hotcakes (Large Size Biscuit),McDonald’s
300.0,12.0,16.0,26.0,2.0,830.0,0.0,0.04,0.05333333333333334,0.08666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,Sausage Burrito,McDonald’s
610.0,27.0,36.0,44.0,4.0,1390.0,0.5,0.04426229508196721,0.05901639344262295,0.07213114754098361,0.0,0.0,1.0,0.0,0.0,0.0,McSkillet™ Burrito with Sausage,McDonald’s
350.0,8.0,9.0,60.0,14.0,590.0,0.0,0.022857142857142857,0.025714285714285714,0.17142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,Hotcakes,McDonald’s
520.0,15.0,24.0,61.0,14.0,930.0,0.0,0.028846153846153848,0.046153846153846156,0.11730769230769231,0.0,0.0,1.0,0.0,0.0,0.0,Hotcakes and Sausage,McDonald’s
180.0,0.0,0.0,45.0,32.0,20.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,Hotcake Syrup,McDonald’s
40.0,0.0,4.5,0.0,0.0,55.0,0.0,0.0,0.1125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Whipped Margarine (1 pat),McDonald’s
150.0,1.0,9.0,15.0,0.0,310.0,0.0,0.006666666666666667,0.06,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Hash Brown,McDonald’s
35.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,Grape Jam,McDonald’s
35.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry Preserves,McDonald’s
560.0,24.0,27.0,56.0,7.0,1300.0,0.5,0.04285714285714286,0.048214285714285716,0.1,0.0,0.0,1.0,0.0,0.0,0.0,"Bacon, Egg & Cheese Bagel",McDonald’s
290.0,5.0,4.5,57.0,32.0,160.0,0.0,0.017241379310344827,0.015517241379310345,0.19655172413793104,0.0,0.0,1.0,0.0,0.0,0.0,Fruit & Maple Oatmeal,McDonald’s
260.0,5.0,4.5,48.0,18.0,115.0,0.0,0.019230769230769232,0.01730769230769231,0.18461538461538463,0.0,0.0,1.0,0.0,0.0,0.0,Fruit & Maple Oatmeal without Brown Sugar,McDonald’s
475.0,22.0,16.0,62.0,20.0,690.0,0.0,0.04631578947368421,0.03368421052631579,0.13052631578947368,0.0,0.0,1.0,0.0,0.0,0.0,Hamburger Happy Meal,McDonald’s
395.0,19.0,17.0,41.0,14.0,510.0,0.0,0.04810126582278481,0.043037974683544304,0.10379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,4 Piece Chicken McNuggets Happy Meal,McDonald’s
475.0,24.0,22.0,46.0,14.0,680.0,0.0,0.05052631578947368,0.04631578947368421,0.0968421052631579,0.0,0.0,1.0,0.0,0.0,0.0,6 Piece Chicken McNuggets® Happy Meal,McDonald’s
160.0,4.0,2.0,31.0,21.0,85.0,0.0,0.025,0.0125,0.19375,0.0,0.0,1.0,0.0,0.0,0.0,Fruit ‘n Yogurt Parfait (7 oz),McDonald’s
70.0,0.0,0.5,15.0,9.0,35.0,0.0,0.0,0.007142857142857143,0.21428571428571427,0.0,0.0,1.0,0.0,0.0,0.0,Low Fat Caramel Dip,McDonald’s
150.0,4.0,3.5,24.0,18.0,60.0,0.0,0.02666666666666667,0.023333333333333334,0.16,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Reduced Fat Ice Cream Cone,McDonald’s
45.0,1.0,1.0,8.0,6.0,20.0,0.0,0.022222222222222223,0.022222222222222223,0.17777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,Kiddie Cone,McDonald’s
280.0,6.0,6.0,49.0,45.0,95.0,0.0,0.02142857142857143,0.02142857142857143,0.175,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry Sundae,McDonald’s
340.0,7.0,8.0,60.0,44.0,160.0,0.0,0.020588235294117647,0.023529411764705882,0.17647058823529413,0.0,0.0,1.0,0.0,0.0,0.0,Hot Caramel Sundae,McDonald’s
330.0,8.0,10.0,54.0,48.0,180.0,0.0,0.024242424242424242,0.030303030303030304,0.16363636363636364,0.0,0.0,1.0,0.0,0.0,0.0,Hot Fudge Sundae,McDonald’s
45.0,2.0,3.5,2.0,0.0,0.0,0.0,0.044444444444444446,0.07777777777777778,0.044444444444444446,0.0,0.0,1.0,0.0,0.0,0.0,Peanuts (for Sundaes),McDonald’s
710.0,15.0,25.0,105.0,97.0,220.0,1.0,0.02112676056338028,0.035211267605633804,0.14788732394366197,0.0,0.0,1.0,0.0,0.0,0.0,McFlurry® with M&M’S® Candies (12 fl oz cup),McDonald’s
580.0,13.0,19.0,89.0,73.0,320.0,1.0,0.022413793103448276,0.032758620689655175,0.15344827586206897,0.0,0.0,1.0,0.0,0.0,0.0,McFlurry® with OREO® Cookies (12 fl oz cup),McDonald’s
250.0,2.0,13.0,32.0,13.0,170.0,0.0,0.008,0.052,0.128,0.0,0.0,1.0,0.0,0.0,0.0,Baked Hot Apple Pie,McDonald’s
460.0,6.0,19.0,66.0,32.0,370.0,0.0,0.013043478260869565,0.041304347826086954,0.14347826086956522,0.0,0.0,1.0,0.0,0.0,0.0,Cinnamon Melts,McDonald’s
260.0,4.0,8.0,43.0,13.0,300.0,0.0,0.015384615384615385,0.03076923076923077,0.16538461538461538,0.0,0.0,1.0,0.0,0.0,0.0,McDonaldland® Cookies,McDonald’s
160.0,2.0,8.0,21.0,15.0,90.0,0.0,0.0125,0.05,0.13125,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate Chip Cookie,McDonald’s
150.0,2.0,6.0,22.0,13.0,135.0,0.0,0.013333333333333334,0.04,0.14666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,Oatmeal Raisin Cookie,McDonald’s
160.0,2.0,7.0,21.0,11.0,120.0,0.0,0.0125,0.04375,0.13125,0.0,0.0,1.0,0.0,0.0,0.0,Sugar Cookie,McDonald’s
100.0,0.0,0.5,23.0,15.0,35.0,0.0,0.0,0.005,0.23,0.0,0.0,1.0,0.0,0.0,0.0,Apple Dippers with Low Fat Caramel Dip,McDonald’s
580.0,11.0,17.0,94.0,77.0,240.0,1.0,0.01896551724137931,0.029310344827586206,0.16206896551724137,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate McCafé® Shake (12 fl oz cup),McDonald’s
720.0,15.0,20.0,119.0,98.0,300.0,1.0,0.020833333333333332,0.027777777777777776,0.16527777777777777,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate McCafé® Shake (16 fl oz cup),McDonald’s
880.0,18.0,24.0,147.0,121.0,370.0,1.5,0.020454545454545454,0.02727272727272727,0.16704545454545455,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate McCafé® Shake (22 fl oz cup),McDonald’s
440.0,10.0,10.0,76.0,63.0,190.0,0.5,0.022727272727272728,0.022727272727272728,0.17272727272727273,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate Triple Thick® Shake (12 fl oz cup),McDonald’s
580.0,13.0,14.0,102.0,84.0,250.0,1.0,0.022413793103448276,0.02413793103448276,0.17586206896551723,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate Triple Thick® Shake (16 fl oz cup),McDonald’s
770.0,18.0,18.0,134.0,111.0,330.0,1.0,0.023376623376623377,0.023376623376623377,0.17402597402597403,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate Triple Thick® Shake (21 fl oz cup),McDonald’s
1160.0,27.0,27.0,203.0,168.0,510.0,2.0,0.02327586206896552,0.02327586206896552,0.175,0.0,0.0,1.0,0.0,0.0,0.0,Chocolate Triple Thick® Shake (32 fl oz cup),McDonald’s
430.0,9.0,16.0,64.0,59.0,130.0,0.5,0.020930232558139535,0.037209302325581395,0.14883720930232558,0.0,0.0,1.0,0.0,0.0,0.0,Snack Size McFlurry® with M&M’S® Candies,McDonald’s
340.0,8.0,12.0,53.0,43.0,200.0,0.0,0.023529411764705882,0.03529411764705882,0.15588235294117647,0.0,0.0,1.0,0.0,0.0,0.0,Snack Size McFlurry® with OREO® Cookies,McDonald’s
570.0,11.0,17.0,92.0,79.0,170.0,1.0,0.01929824561403509,0.02982456140350877,0.16140350877192983,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry McCafé® Shake (12 fl oz cup),McDonald’s
710.0,14.0,20.0,116.0,100.0,210.0,1.0,0.01971830985915493,0.028169014084507043,0.16338028169014085,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry McCafé® Shake (16 fl oz cup),McDonald’s
860.0,18.0,24.0,144.0,124.0,260.0,1.5,0.020930232558139535,0.027906976744186046,0.16744186046511628,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry McCafé® Shake (22 fl oz cup),McDonald’s
420.0,10.0,10.0,73.0,63.0,130.0,0.5,0.023809523809523808,0.023809523809523808,0.1738095238095238,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry Triple Thick® Shake (12 fl oz cup),McDonald’s
560.0,13.0,13.0,97.0,84.0,170.0,1.0,0.023214285714285715,0.023214285714285715,0.1732142857142857,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry Triple Thick® Shake (16 fl oz cup),McDonald’s
740.0,17.0,18.0,128.0,111.0,230.0,1.0,0.022972972972972974,0.024324324324324326,0.17297297297297298,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry Triple Thick® Shake (21 fl oz cup),McDonald’s
1110.0,25.0,26.0,194.0,168.0,350.0,2.0,0.02252252252252252,0.023423423423423424,0.17477477477477477,0.0,0.0,1.0,0.0,0.0,0.0,Strawberry Triple Thick® Shake (32 fl oz cup),McDonald’s
540.0,10.0,16.0,88.0,64.0,170.0,1.0,0.018518518518518517,0.02962962962962963,0.16296296296296298,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla McCafé® Shake (12 fl oz cup),McDonald’s
