Calories,"Protein
(g)","Total Fat
(g)","Carbs
(g)","Sugars
(g)","Sodium 
(mg)","Trans Fat
(g)",Protein_per_Calorie,Fat_per_Calorie,Carbs_per_Calorie,Company_Burger King,Company_KFC,Company_McDonald’s,Company_Pizza Hut,Company_Taco Bell,Company_Wendy’s,Item,Company
280.0,8.0,8.0,44.0,44.0,110.0,0.0,0.02857142857142857,0.02857142857142857,0.15714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Latte (Medium),McDonald’s
330.0,9.0,9.0,53.0,53.0,130.0,0.0,0.02727272727272727,0.02727272727272727,0.1606060606060606,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Latte (Large),McDonald’s
100.0,5.0,5.0,15.0,7.0,105.0,0.0,0.05,0.05,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Cappuccino with Sugar Free Vanilla Syrup (Small),McDonald’s
120.0,6.0,6.0,18.0,9.0,130.0,0.0,0.05,0.05,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Cappuccino with Sugar Free Vanilla Syrup (Medium),McDonald’s
150.0,8.0,8.0,22.0,11.0,160.0,0.0,0.05333333333333334,0.05333333333333334,0.14666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,Cappuccino with Sugar Free Vanilla Syrup (Large),McDonald’s
130.0,7.0,7.0,17.0,10.0,125.0,0.0,0.05384615384615385,0.05384615384615385,0.13076923076923078,0.0,0.0,1.0,0.0,0.0,0.0,Latte with Sugar Free Vanilla Syrup (Small),McDonald’s
160.0,8.0,8.0,21.0,11.0,150.0,0.0,0.05,0.05,0.13125,0.0,0.0,1.0,0.0,0.0,0.0,Latte with Sugar Free Vanilla Syrup (Medium),McDonald’s
180.0,10.0,10.0,25.0,13.0,180.0,0.0,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.0,0.0,1.0,0.0,0.0,0.0,Latte with Sugar Free Vanilla Syrup (Large),McDonald’s
280.0,6.0,11.0,40.0,33.0,125.0,0.0,0.02142857142857143,0.039285714285714285,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,Mocha (Small),McDonald’s
330.0,7.0,12.0,48.0,41.0,150.0,0.0,0.021212121212121213,0.03636363636363636,0.14545454545454545,0.0,0.0,1.0,0.0,0.0,0.0,Mocha (Medium),McDonald’s
